"etag_id";"etagt_id";"etagt_language";"etagt_text";"etag_parent_id";"etag_weight";"etag_type"
"3794";"2869";"fr";"Artefact (spike) de stimulation ventriculaire";"3790";"698";"Normal"
"9";"1399";"fr";"Arythmie respiratoire";"1";"699";"Normal"
"3795";"2871";"fr";"Arythmie respiratoire";"3790";"699";"Normal"
"10";"1401";"fr";"Aspect S1Q3";"1";"700";"Normal"
"3796";"2873";"fr";"Aspect S1Q3";"3790";"700";"Normal"
"18";"1403";"fr";"Bruit";"1";"701";"Normal"
"3801";"2875";"fr";"Bruit";"3790";"701";"Normal"
"19";"1405";"fr";"Coeur sain";"1";"702";"Normal"
"3802";"2877";"fr";"Coeur sain";"3790";"702";"Normal"
"20";"1407";"fr";"Complexe de capture";"1";"703";"Normal"
"3803";"2879";"fr";"Complexe de capture";"3790";"703";"Normal"
"21";"1409";"fr";"Complexe de fusion";"1";"704";"Normal"
"3804";"2881";"fr";"Complexe de fusion";"3790";"704";"Normal"
"22";"1411";"fr";"Concordance négative";"1";"705";"Normal"
"3805";"2883";"fr";"Concordance négative";"3790";"705";"Normal"
"23";"1413";"fr";"Concordance positive";"1";"706";"Normal"
"3806";"2885";"fr";"Concordance positive";"3790";"706";"Normal"
"31";"1415";"fr";"Cupule digitalique";"1";"707";"Normal"
"3807";"2887";"fr";"Cupule digitalique";"3790";"707";"Normal"
"34";"1417";"fr";"Déplacement de sonde";"1";"708";"Normal"
"3808";"2889";"fr";"Déplacement de sonde";"3790";"708";"Normal"
"35";"1419";"fr";"Dissociation atrio-ventriculaire";"1";"709";"Normal"
"3809";"2891";"fr";"Dissociation atrio-ventriculaire";"3790";"709";"Normal"
"36";"1421";"fr";"Dissociation isorythmique";"1";"710";"Normal"
"3810";"2893";"fr";"Dissociation isorythmique";"3790";"710";"Normal"
"37";"1423";"fr";"Distorsion terminale";"1";"711";"Normal"
"3811";"2895";"fr";"Distorsion terminale";"3790";"711";"Normal"
"40";"1425";"fr";"Dualité nodale";"1";"712";"Normal"
"3812";"2897";"fr";"Dualité nodale";"3790";"712";"Normal"
"42";"1427";"fr";"Elevation point J";"1";"713";"Normal"
"3813";"2899";"fr";"Elevation point J";"3790";"713";"Normal"
"51";"1429";"fr";"Fibre atrio-fasciculaire";"1";"714";"Normal"
"3814";"2901";"fr";"Fibre atrio-fasciculaire";"3790";"714";"Normal"
"52";"1431";"fr";"Fibre atrio-ventriculaire";"1";"715";"Normal"
"3815";"2903";"fr";"Fibre atrio-ventriculaire";"3790";"715";"Normal"
"53";"1433";"fr";"Fibre nodo-fasciculaire";"1";"716";"Normal"
"3816";"2905";"fr";"Fibre nodo-fasciculaire";"3790";"716";"Normal"
"54";"1435";"fr";"Fibre nodo-ventriculaire";"1";"717";"Normal"
"3817";"2907";"fr";"Fibre nodo-ventriculaire";"3790";"717";"Normal"
"56";"1437";"fr";"Flutter Flécainide";"1";"718";"Normal"
"3818";"2909";"fr";"Flutter Flécainide";"3790";"718";"Normal"
"64";"1439";"fr";"Hypomagnésémie";"1";"719";"Normal"
"3819";"2911";"fr";"Hypomagnésémie";"3790";"719";"Normal"
"70";"1441";"fr";"Lithium";"1";"720";"Normal"
"3820";"2913";"fr";"Lithium";"3790";"720";"Normal"
"71";"1443";"fr";"Manœuvres vagales";"1";"721";"Normal"
"3821";"2915";"fr";"Manœuvres vagales";"3790";"721";"Normal"
"75";"1445";"fr";"Onde delta";"1";"722";"Normal"
"3822";"2917";"fr";"Onde delta";"3790";"722";"Normal"
"96";"1447";"fr";"Onde U";"1";"723";"Normal"
"3823";"2919";"fr";"Onde U";"3790";"723";"Normal"
"98";"1449";"fr";"Période de Luciani-Wenckebach";"1";"724";"Normal"
"3824";"2921";"fr";"Période de Luciani-Wenckebach";"3790";"724";"Normal"
"103";"1451";"fr";"QRS fins";"1";"725";"Normal"
"3825";"2923";"fr";"QRS fins";"3790";"725";"Normal"
"105";"1453";"fr";"Quinidine";"1";"726";"Normal"
"3826";"2925";"fr";"Quinidine";"3790";"726";"Normal"
"106";"1455";"fr";"Resynchronisation épicardique chirurgicale";"1";"727";"Normal"
"3827";"2927";"fr";"Resynchronisation épicardique chirurgicale";"3790";"727";"Normal"
"112";"1457";"fr";"Sous-décalage segment PQ";"1";"728";"Normal"
"3828";"2929";"fr";"Sous-décalage segment PQ";"3790";"728";"Normal"
"139";"1459";"fr";"Syndrome coronaire aigü (SCA)";"1";"729";"Normal"
"3829";"2931";"fr";"Syndrome coronaire aigü (SCA)";"3790";"729";"Normal"
"145";"1461";"fr";"Tachycardie supra-ventriculaire (TSV)";"1";"730";"Normal"
"3830";"2933";"fr";"Tachycardie supra-ventriculaire (TSV)";"3790";"730";"Normal"
"148";"1463";"fr";"Test à l'adénosine";"1";"731";"Normal"
"3831";"2935";"fr";"Test à l'adénosine";"3790";"731";"Normal"
"3789";"1465";"fr";"Manoeuvres vagales";"1";"732";"Normal"
"3138";"1467";"fr";"Arrêt anomalie de rythme";"0";"733";"Normal"
"3139";"1469";"fr";"Début anomalie de rythme";"0";"734";"Normal"
"1237";"1471";"fr";"ECG normal";"0";"735";"Normal"
